id,lead_kind,status,arm,company,name,email,contact_info,industry,source,address,qualification_status,pain_point,notes,sent_at,last_contact_at,created_at
bcefa817-7a01-46b6-977a-8a984c2cdfd9,outreach,Not sent,Motion,Signature by Cybele,,info@signaturebycybele.com,,Perfumes/Fragrance,Finelib directory,"Matori, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
2129d8ef-ad20-455c-899f-6b8a7c2b4851,outreach,Not sent,Motion,Absolute Fragrance,,admin@absolutefragrance.com.ng,,Perfumes/Fragrance,Finelib directory,"Ajah, Lagos",Qualified,I noticed there isn't any video on your Absolute Fragrance website.,,,,2026-06-21 09:43:39.580054+00
9f6fae05-3170-432b-a0ae-69c89c0a34f1,outreach,Not sent,Motion,BluCabana Restaurant & Cafe,,info@blucabana.com,,Restaurant,Company website,"Mabushi, Abuja",Qualified,"I noticed there aren't any videos on your TripAdvisor page or social media, despite BluCabana being such a visually appealing spot.",,,,2026-06-21 09:43:39.580054+00
97e2771e-5a86-47f8-a701-0651dd7cd7b3,outreach,Not sent,Motion,Essence De Beaute,,info@essencedebeaute.com.ng,,Skincare,Finelib directory,"Lekki Phase 1, Lagos",Qualified,I noticed there's no video on your website showing off your skincare products.,,,,2026-06-21 09:43:39.580054+00
35efcfee-59c2-4ecf-8fae-af53c153eee4,outreach,Not sent,Motion,Brightway Fashion,,thebrightwayfashion@gmail.com,,Fashion/Apparel,Finelib directory,"Wuse 2, Abuja",Low priority,,,,,2026-06-21 09:43:39.580054+00
498bbe1c-c12b-4289-95b9-51431303e4b7,outreach,Not sent,Motion,Aweni Organics,,aweniorganics@gmail.com,,Skincare,Finelib directory,"Surulere, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
941f3df1-bc6a-4d25-9eb8-b2e03da4c5df,outreach,Not sent,Motion,Dedes Skincare,,dedesskincare@gmail.com,,Skincare,Finelib directory,"Gbagada, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
98417123-c002-47d6-a26e-abd669682664,outreach,Not sent,Motion,Shay's Treats,,info@shaystreats.com,,Skincare,Finelib directory,"Ikoyi, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
e18ccb95-4140-418a-920a-036d14cc176b,outreach,Not sent,Motion,Ewami Essentials,,info@ewamiessentials.com,,Cosmetics/Skincare,Finelib directory,"Lekki, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
96ba9930-fb6f-4938-859f-4eba0799a724,outreach,Not sent,Motion,Bevy Beauty,,info@bevybeauty.ng,,Cosmetics,Finelib directory,"Lekki Phase 1, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
ba3fe581-62aa-4d57-8253-932473dbda7e,outreach,Not sent,Motion,The Scents Store,,thescentsstore@gmail.com,,Cosmetics (Fragrance),Finelib directory,"Lekki, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
f4209a4d-1222-4c60-8bae-735ff7b09f59,outreach,Not sent,Motion,Solid Dominion Global Limited,,soliddominion@gmail.com,,Cosmetics,Finelib directory,"Trade Fair Complex, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
882b18a5-3e12-49ce-bfe6-38d31d63148b,outreach,Not sent,Motion,Oriflame Products Egbeda,,faithkapona@gmail.com,,Cosmetics,Finelib directory,"Egbeda, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
8ffb8695-1f7b-43a7-ba6d-c6701c88e037,outreach,Not sent,Motion,Copaci Nigeria,,info@copaci.net,,Cosmetics,Finelib directory,Lagos,Low priority,,,,,2026-06-21 09:43:39.580054+00
57a70f5f-8bd2-486a-a8e8-48fba0713923,outreach,Not sent,Motion,Boomsky Smoothies,,info@boomskysmoothies.com,,Beverage,Finelib directory,"Surulere, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
69b0ac28-a7f6-4875-bf3a-86c8dd624717,outreach,Not sent,Motion,The Fruitsome Shop,,fruitsomeshop@gmail.com,,Beverage,Finelib directory,"Ilupeju, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
57d457b4-9e5c-42cc-b793-432b8b806b1e,outreach,Not sent,Motion,Haven of Delight,,theaddictshaven@gmail.com,,Beverage,Finelib directory,"Egbeda, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
4227c5fb-0bea-4e2e-a4d6-b0c48ef4b645,outreach,Not sent,Motion,Dansa Foods Limited,,customercare@dansafoods.com,,Beverage,Finelib directory,"Abule Oshun, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
b005be44-507e-40ff-86bc-63b8b7e8af69,outreach,Not sent,Motion,Sojoee,,mystyle@sojoee.com,,Fashion/Apparel,Finelib directory,"Magodo, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
94671045-7443-4943-9aa8-c7680a33cb2e,outreach,Not sent,Motion,DOS Clothing Store,,dosclothingstore@gmail.com,,Fashion/Apparel,Finelib directory,"Ikoyi, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
58c3525e-a2aa-4624-a768-eb7f533e70e1,outreach,Not sent,Motion,LA.X Nigeria,,info@laxnigeria.com,,Fashion/Apparel,Finelib directory,"Lekki Phase 1, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
39be3195-02aa-4a2d-8731-cc87979458e2,outreach,Not sent,Motion,Madrew's Boutique,,madrewsboutique@gmail.com,,Fashion/Apparel,Finelib directory,"Ikeja, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
54e70760-2a1b-44b2-8f52-df01da8858ca,outreach,Not sent,Motion,Olivia Juice,,oliviajuiceofficial@gmail.com,,Beverage,Company site,"Ikeja GRA, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
ed17cc01-e348-4409-bd04-e00a1fdd2fe3,outreach,Not sent,Motion,Blackhills Cosmetics,,bhillscosmetics@gmail.com,,Cosmetics/Skincare,Company site,Lagos,Low priority,,,,,2026-06-21 09:43:39.580054+00
7c7d6970-e148-4087-9b0b-8ef6c1adc013,outreach,Not sent,Motion,Swayz Cosmetics,,Swayzcosmetics6@gmail.com,,Cosmetics,ConnectCiti directory,"Yaba, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
f840e644-d5d0-4b84-b696-3a39cdf338a0,outreach,Not sent,Motion,Jny Beauty and Spa,,contact@jnybeautyandspa.com,,Cosmetics/Beauty,Company site,"Opebi, Ikeja, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
fbc675d7-9ee1-44eb-8cd7-8e7400018171,outreach,Not sent,Motion,Facile Fashion,,welcome@facile.ng,,Fashion/Apparel,Finelib directory,"Victoria Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
344de5a2-863c-460c-a735-6b628d9a7a52,outreach,Not sent,Motion,Abubas Boutique,,abubas4real@yahoo.com,,Fashion/Apparel,Finelib directory,"Oke-Afa, Lagos",Qualified,I noticed Abubas Boutique doesn't have any video on its website.,,,,2026-06-21 09:43:39.580054+00
66b4fbba-ae28-4f7d-83e3-35bdffa1313e,outreach,Not sent,Motion,Faz Cosmetics and Spa,,customer@fazcosmetics.com,,Cosmetics,Finelib directory,"Ogudu GRA, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
ed9c7ecf-e6ad-4e86-8419-1b2ac02c2c5c,outreach,Not sent,Motion,Aura Cosmetics,,cosmetologistjob@gmail.com,,Cosmetics/Skincare,Finelib directory,"Ibeju Lekki, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
c5d568ca-8411-4c90-a8ee-6960199c0437,outreach,Not sent,Motion,Gaby Lagos,,reservations@gabylagos.com,,Restaurant,Company site,"Victoria Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
a9b81481-1f54-4072-9a20-dfb284745b30,outreach,Not sent,Motion,Circa Lagos / The Borough,,booking@theboroughlagos.com,,Restaurant,Company site,"Lekki Phase 1, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
c620c837-613f-41ea-ba76-cba6429321d7,outreach,Not sent,Motion,Noir Lagos,,info@noir.live,,Restaurant,Instagram/directory,"Victoria Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
50e47249-d94d-40bb-a2e6-d908cd1a4734,outreach,Not sent,Motion,BmPro,,info@bmpromakeup.com,,Cosmetics,Finelib directory,"Ikoyi, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
f774164d-b21b-417d-906b-a01a44ae20b9,outreach,Not sent,Motion,B.A.E Beauty NG,,hello@baebeautyng.com,,Cosmetics,Finelib directory,"Lekki, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
9080400d-6890-4568-9a60-bae3c257ae1f,outreach,Not sent,Motion,Beauty Kink,,contact@beautykink.com,,Cosmetics,Finelib directory,"Lekki Phase 1, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
229de5b6-1c19-4fac-a05a-858b9277bd22,outreach,Not sent,Motion,Narganics,,info@narganics.com,,Skincare,Finelib directory,Lagos,Qualified,I noticed there isn't any video on the Narganics website showing your skincare products in motion.,,,,2026-06-21 09:43:39.580054+00
2e91aa76-70b5-4d2d-b061-fd2e5ac934b2,outreach,Not sent,Motion,Imperio International,,info@imperiocosmetics.com,,Cosmetics,Finelib directory,"Ikeja, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
002f5e4c-2f29-405e-a977-6cf12ff8e71b,outreach,Not sent,Motion,D'Scentsation,,info@scentsation-online.com,,Perfumes/Fragrance,Finelib directory,"Ikeja, Lagos",Qualified,I noticed your website for D'Scentsation doesn't currently feature any video content.,,,,2026-06-21 09:43:39.580054+00
0cb9dc39-d79e-4fc1-a6b1-4b3c33c38c68,outreach,Not sent,Motion,Acorns N Gold Boutiques,,acornsngoldglobal@gmail.com,,Fashion/Apparel,Finelib directory,"Wuse 2, Abuja",Qualified,I noticed there isn't any video on your website for Acorns N Gold Boutiques.,,,,2026-06-21 09:43:39.580054+00
163a2eac-10ba-49bf-a167-592a92721808,outreach,Not sent,Motion,Amelia-Couture,,info@amelia.com.ng,,Fashion/Apparel,Finelib directory,Lagos,Qualified,There's no video on your website to truly show off your fashion pieces.,,,,2026-06-21 09:43:39.580054+00
186c4184-e8e1-49d9-b1b6-8d4c976a8f60,outreach,Not sent,Motion,Go-Natural Shea Butter,,sheaetrl@gmail.com,,Skincare,Finelib directory,"Opebi, Lagos",Qualified,I noticed there aren't any videos on your site showing off the Go-Natural Shea Butter products.,,,,2026-06-21 09:43:39.580054+00
187ecc0c-7dc6-46a9-a99c-7ece59737637,outreach,Not sent,Motion,Dark Chocolate Cosmetics,,darkchocent@gmail.com,,Skincare,Finelib directory,"Yaba, Lagos",Qualified,There's no online visual presence to showcase your skincare products.,,,,2026-06-21 09:43:39.580054+00
1b49dc33-5446-47b9-88ca-2cf7f61d831d,outreach,Not sent,Motion,TopKlass Cosmetics,,vipindustrieslimited@gmail.com,,Cosmetics,Finelib directory,"Oshodi-Isolo, Lagos",Qualified,I noticed there's no video on the TopKlass Cosmetics website.,,,,2026-06-21 09:43:39.580054+00
1eb67efd-167c-4ba3-909d-4df3cf4d0010,outreach,Not sent,Motion,Sensiq Boutique,,sensiq2002@yahoo.com,,Fashion/Apparel,Finelib directory,"Opebi, Ikeja, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
26f27e90-1faf-42fb-a921-cc2ebfca0f5d,outreach,Not sent,Motion,Lophix Boutique,,Lophixboutique@gmail.com,,Fashion/Apparel,Facebook listing,"Lekki/Opebi, Lagos",Qualified,"I noticed your website doesn't feature any video, which is a missed opportunity to showcase your beautiful fashion pieces.",,,,2026-06-21 09:43:39.580054+00
29477ece-d698-4ec6-ae06-c31f1f4a4c4e,outreach,Not sent,Motion,Koftop Ventures,,koftopventures@yahoo.com,,Fashion/Apparel,Finelib directory,"Surulere, Lagos",Qualified,I noticed Koftop Ventures doesn't currently use any video to showcase your fashion pieces.,,,,2026-06-21 09:43:39.580054+00
b69f7047-42a2-4862-8e30-a6421b9c3644,inbound,Identified,,,John Doe,,dmasiyer@gmail.com,,,,,,,,,2026-06-18 06:35:23.417+00
